Year,StateCode,CountyCode,population,medianRealEstateTax,medianHouseholdCosts,totalHouses,medianHomeVal
2013,18,167,108291,879,693,22905,90500
2013,18,177,67893,770,674,18072,87900
2013,19,013,132546,2045,730,34761,127800
2013,19,049,74641,2715,1087,20338,190500
2013,19,061,95697,2053,805,26069,146100
2013,19,103,139155,3024,918,31181,197100
2013,19,113,216111,2445,859,63467,145400
2013,19,153,451677,2838,926,119237,156600
2013,19,155,92728,2134,803,24097,121600
2013,19,163,170385,2434,809,45544,146600
2013,19,169,92406,2413,811,18737,158100
2013,19,193,102130,1728,698,26273,103300
2013,20,015,65803,2081,839,17244,125600
2013,20,045,114322,2482,964,22698,186400
2013,20,091,566933,2760,1193,150397,214900
2013,20,103,78185,2328,964,18733,169000
2013,20,161,75394,2188,913,11570,174100
2013,20,173,505415,1617,786,121863,123600
2013,20,177,178831,1863,751,44367,121000
2013,20,209,160384,1697,815,31510,90000
2013,21,015,124442,1664,1047,32690,175300
2013,21,029,76854,1403,866,24021,150100
2013,21,037,90988,1705,877,23935,149600
2013,21,047,74167,888,706,12858,111700
2013,21,059,98218,1132,674,26553,112400
2013,21,067,308428,1590,861,65348,170600
2013,21,093,108191,1082,766,24273,142200
2013,21,111,756832,1412,820,190925,151600
2013,21,117,163145,1658,849,41011,140700
2013,21,145,65373,735,593,17921,104500
2013,21,151,85590,1169,706,19594,136300
2013,21,195,63380,495,480,18969,73200
2013,21,227,118370,1031,743,28166,139500
2013,22,005,114393,965,925,33397,172600
2013,22,015,123823,789,858,31678,150500
2013,22,017,254887,698,692,59793,118500
2013,22,019,195296,493,644,51707,114900
2013,22,033,445227,943,836,99686,165900
2013,22,045,73878,410,610,18762,99400
2013,22,051,434767,847,892,103298,170900
2013,22,055,230845,783,776,59551,163300
2013,22,057,97141,611,595,25859,134600
2013,22,063,134053,815,812,37551,150100
2013,22,071,378715,1436,942,72001,183100
2013,22,073,156220,618,710,34133,130300
2013,22,079,132723,509,707,30721,128700
2013,22,097,83454,363,505,21726,86800
2013,22,103,242333,1634,1058,68530,189600
2013,22,105,125412,609,720,31583,136300
2013,22,109,112749,472,680,31051,136400
2013,23,001,107604,2342,770,24980,145900
2013,23,003,70055,1286,593,21168,90400
2013,23,005,285456,3361,1126,77154,239800
2013,23,011,121164,1875,747,35354,151500
2013,23,019,153364,1785,760,40592,133000
2013,23,031,199431,2746,1048,59491,226700
2013,24,001,73521,1412,658,19531,117700
2013,24,003,555743,2778,1593,149129,329300
2013,24,005,823015,2688,1196,207210,236800
2013,24,009,90484,3306,1801,25279,338500
2013,24,013,167564,3251,1458,48108,314100
2013,24,015,101913,2608,1178,28199,248200
2013,24,017,152864,3297,1671,40924,273800
2013,24,021,241409,3553,1531,66060,304000
2013,24,025,249215,2926,1377,74053,269500
2013,24,027,304580,5105,1834,78877,425900
2013,24,031,1016677,4185,1749,240579,447300
2013,24,033,890081,3497,1499,187324,247600
2013,24,037,109633,2655,1395,26887,290400
2013,24,043,149588,2219,952,34217,203600
2013,24,045,100896,1590,1005,22974,166000
2013,24,510,622104,2409,975,112858,150000
2013,25,001,214990,2768,1221,73293,361300
2013,25,003,129585,2696,887,37343,199700
2013,25,005,552780,3041,992,129832,267300
2013,25,009,762550,4351,1305,176496,346600
2013,25,011,71221,3370,995,21531,221100
2013,25,013,467319,3031,946,107236,193600
2013,25,015,159596,3811,1195,40027,256800
2013,25,017,1552802,4910,1543,360965,404600
2013,25,021,687802,4767,1603,175652,395000
2013,25,023,501915,4246,1503,135763,329800
2013,25,025,755503,3361,1401,102305,365600
2013,25,027,809106,3591,1156,193561,248800
2013,26,005,112531,1936,822,33698,140100
2013,26,017,106832,1763,658,34344,88400
2013,26,021,155252,1659,712,41643,123100
2013,26,025,135012,1849,728,36561,95300
2013,26,037,76739,2400,903,22334,157200
2013,26,045,108348,2286,852,30715,134400
2013,26,049,415376,1766,748,115429,82800
2013,26,055,89987,2079,893,25211,164700
2013,26,065,282234,2652,846,62463,118300
2013,26,073,70436,1608,756,15469,118400
2013,26,075,160369,1804,756,42598,111000
2013,26,077,256725,2374,804,63791,127700
2013,26,081,621700,2219,854,159598,134600
2013,26,087,88389,1684,885,26093,133500
2013,26,091,99188,1828,792,28932,108900
2013,26,093,184443,2567,1142,57437,185700
2013,26,099,854769,2434,908,246769,117000
2013,26,103,67700,1367,626,18304,132000
2013,26,111,83919,2162,770,25637,125700
2013,26,115,150376,1912,795,46015,132100
2013,26,121,171008,1689,694,48665,96200
2013,26,125,1231640,3202,1080,343045,172200
2013,26,139,272701,2220,876,72270,150000
2013,26,145,196542,1655,698,55187,95100
2013,26,147,160469,1840,806,47621,113100
2013,26,155,68900,1623,700,21042,100300
2013,26,159,75455,1871,734,22987,113600
2013,26,161,354240,3774,1107,81821,207500
2013,26,163,1775273,2225,802,416280,78100
2013,27,003,339534,2262,1153,98673,178200
2013,27,013,65528,1720,807,16348,161300
2013,27,019,95562,2935,1412,28023,258600
2013,27,037,408509,2558,1188,115434,218800
2013,27,053,1198778,3010,1140,302518,221100
2013,27,109,149226,2093,971,43525,172400
2013,27,123,526714,2581,994,122545,187000
2013,27,131,65049,1911,934,17620,166200
2013,27,137,200540,1302,695,59855,136300
2013,27,139,137232,2929,1433,38960,244700
2013,27,141,90158,2168,1279,23984,183300
2013,27,145,152092,1832,861,39658,163900
2013,27,163,246603,2528,1316,73448,230800
2013,27,171,128470,2098,1156,37613,187800
2013,28,033,168240,1128,973,41711,152400
2013,28,035,77059,974,719,15427,112600
2013,28,047,196500,1060,805,41048,141100
2013,28,049,244899,954,738,51404,94200
2013,28,059,140450,914,771,33861,117200
2013,28,067,68961,591,544,18489,76900
2013,28,075,80254,747,620,20110,87200
2013,28,081,85340,990,694,23624,113100
2013,28,089,100412,1397,969,25684,207200
2013,28,121,146767,953,895,39165,151900
2013,29,019,170773,1693,845,35977,172900
2013,29,021,89631,1036,727,19717,110700
2013,29,031,77320,987,667,18668,139200
2013,29,037,100641,1699,1037,28835,157500
2013,29,043,80899,1191,828,21956,139400
2013,29,047,230473,2033,940,59613,149800
2013,29,051,76699,1240,682,19003,139800
2013,29,071,101816,1311,792,30106,144700
2013,29,077,283870,1110,716,67787,123300
2013,29,095,679996,1701,856,159824,123100
2013,29,097,116398,870,686,28756,106200
2013,29,099,221396,1340,912,67002,147800
2013,29,165,93310,2566,1004,23258,188200
2013,29,183,373495,2435,1147,109503,181600
2013,29,187,66215,835,598,16839,89800
2013,29,189,1001444,2438,1000,283715,170800
2013,29,510,318416,1214,759,61551,108100
2013,30,013,82384,1437,721,22116,160800
2013,30,029,93068,1954,843,25583,233800
2013,30,031,94720,2283,952,23549,264400
2013,30,049,65338,1936,821,18741,207200
2013,30,063,111807,2373,823,26109,242300
2013,30,111,154162,1709,836,39856,193200
2013,31,055,537256,2983,934,126932,144600
2013,31,109,297036,2817,854,71218,154200
2013,31,153,169331,3362,1099,42291,159400
2013,32,003,2027868,1439,1037,370394,162300
2013,32,031,433731,1626,959,92191,201700
2013,33,005,76610,4538,1061,21911,184000
2013,33,009,89629,3915,942,23481,205500
2013,33,011,403985,5477,1299,101661,240800
2013,33,013,146849,5153,1180,40069,217500
2013,33,015,299134,5802,1467,89841,273800
2013,33,017,124593,5195,1150,29615,217800
2013,34,001,275862,5255,1266,67645,218600
2013,34,003,925328,9618,1710,218300,435100
2013,34,005,450838,6196,1501,127368,244500
2013,34,007,512854,6170,1241,122583,189900
2013,34,009,95897,4088,1187,30288,308200
2013,34,011,157332,4102,1038,31524,158800
2013,34,013,789565,9543,1335,124505,340800
2013,34,015,290265,6045,1383,80754,207900
2013,34,017,660282,7615,1300,75428,325900
2013,34,019,126250,8695,1929,39090,380700
2013,34,021,370414,7089,1432,84223,275200
2013,34,023,828919,7207,1484,179511,312900
2013,34,025,629672,7595,1691,171083,380600
2013,34,027,499397,8970,1873,135135,414000
2013,34,029,583414,4903,1334,174290,257700
2013,34,031,505672,9133,1436,86520,331900
2013,34,033,65166,4999,1109,17055,184900
2013,34,035,330585,8480,1853,87926,400900
2013,34,037,145992,6912,1684,45727,267900
2013,34,039,548256,8974,1459,106359,346300
2013,34,041,107379,6459,1367,28909,255400
2013,35,001,674221,1777,890,159408,185000
2013,35,005,65823,695,664,15530,105700
2013,35,013,213460,936,652,48140,134600
2013,35,025,68062,515,693,15302,105400
2013,35,031,73308,959,348,13741,59600
2013,35,035,65616,666,667,15246,102700
2013,35,043,136575,1594,987,38553,176700
2013,35,045,126503,805,581,28181,130500
2013,35,049,147423,1325,990,42819,263900
2013,35,061,76284,998,780,19539,132900
2013,36,001,306945,4294,991,70119,206800
2013,36,005,1418733,3321,1080,89153,369400
2013,36,007,197534,2940,730,52123,107700
2013,36,009,78892,2587,663,22613,85000
2013,36,011,79477,2998,753,22224,119800
2013,36,013,133080,2442,634,37303,85700
2013,36,015,88506,2654,704,24160,96500
2013,36,019,81591,2475,772,21673,121200
2013,36,027,296916,5886,1419,75237,274000
2013,36,029,919866,3526,804,247784,127600
2013,36,045,119504,2393,916,23054,143800
2013,36,047,2592149,3557,1253,274241,557000
2013,36,051,64705,3421,803,18126,129800
2013,36,053,72382,3012,817,19492,135300
2013,36,055,749606,4328,923,189160,139900
2013,36,059,1352146,9992,2061,344967,436000
2013,36,061,1626159,7366,1536,167447,848600
2013,36,063,214249,3295,750,62151,106100
2013,36,065,233585,2903,737,57833,113600
2013,36,067,468387,3735,868,119688,132400
2013,36,069,109103,3591,897,31107,145900
2013,36,071,375592,6466,1483,84560,259300
2013,36,075,121165,2605,781,32997,92700
2013,36,079,99645,8950,2088,26615,355900
2013,36,081,2296175,3725,1370,344236,439500
2013,36,083,159918,4338,995,41378,172200
2013,36,085,472621,3685,1445,113017,432600
2013,36,087,320903,10001,1791,68279,413400
2013,36,089,111963,1993,722,29530,82400
2013,36,091,223865,3665,1119,64388,230600
2013,36,093,155333,4443,986,38980,165200
2013,36,101,98650,2560,681,29519,90900
2013,36,103,1499738,8373,1939,397721,368400
2013,36,105,76665,4098,896,17306,167300
2013,36,109,103617,4208,975,21313,173100
2013,36,111,180998,5358,1179,48419,218500
2013,36,113,65337,2879,902,19389,186300
2013,36,117,92473,3521,799,29521,118000
2013,36,119,968802,10001,1719,208920,493800
2013,37,001,154378,1038,750,38808,139800
2013,37,019,115301,1151,867,35759,195100
2013,37,021,247912,1375,849,63391,193500
2013,37,023,89842,814,590,23945,113500
2013,37,025,187226,1555,989,46480,168400
2013,37,027,81990,856,606,21202,105600
2013,37,031,68434,987,799,22385,189600
2013,37,035,154810,943,687,39559,142500
2013,37,037,66817,1896,852,19939,237200
2013,37,045,97047,917,619,26290,98800
2013,37,049,104489,1069,878,25022,152000
2013,37,051,325871,1394,868,64405,130800
2013,37,057,163420,973,689,46328,133300
2013,37,063,288133,2243,977,61316,179000
2013,37,067,361220,1476,799,88904,149700
2013,37,071,209420,1309,738,51546,122400
2013,37,081,506610,1708,818,115603,159200
2013,37,085,124987,1180,846,28579,138700
2013,37,089,109540,1010,743,33121,181300
2013,37,097,164517,1182,877,42108,168700
2013,37,101,177967,1273,886,44334,145300
2013,37,109,79740,1203,784,23324,156100
2013,37,119,990977,2061,1022,214099,176600
2013,37,125,91587,1397,821,27127,214300
2013,37,127,95093,1075,730,23982,110500
2013,37,129,213267,1484,976,48360,204500
2013,37,133,185220,967,942,30510,157000
2013,37,135,140352,2937,1076,31808,270700
2013,37,147,174263,1269,761,35693,134200
2013,37,151,142577,942,654,37876,120200
2013,37,155,134841,685,531,28660,63600
2013,37,157,91878,922,637,24741,106700
2013,37,159,138323,1040,751,33197,136000
2013,37,161,66956,701,523,17959,104600
2013,37,171,73050,877,617,22243,122000
2013,37,179,212756,1639,1073,54699,191100
2013,37,183,974289,1915,1091,230349,224100
2013,37,191,124583,1000,754,26367,117700
2013,37,193,69023,784,560,20188,102400
2013,37,195,81667,1237,766,20733,113900
2013,38,015,88457,2209,841,26189,207400
2013,38,017,162829,2731,833,35180,170600
2013,38,035,69179,2472,839,14142,162400
2013,38,101,67990,2091,924,15078,214800
2013,39,003,105298,1371,708,26063,111200
2013,39,007,99811,1516,655,29005,103900
2013,39,013,69571,934,543,20997,85400
2013,39,017,371272,2412,918,89357,157800
2013,39,023,136167,1551,701,37017,102300
2013,39,025,200218,2343,902,54477,154700
2013,39,029,105893,1135,592,29382,94400
2013,39,035,1263154,2749,819,318517,118800
2013,39,041,184979,4546,1397,53383,246200
2013,39,043,76048,1795,739,23010,123600
2013,39,045,148867,1977,897,38880,155600
2013,39,049,1212263,2963,940,258852,146300
2013,39,055,93972,3153,1033,28755,219700
2013,39,057,163204,2728,905,41980,157500
2013,39,061,804520,2483,850,192769,140900
2013,39,063,75773,1475,733,21504,122100
2013,39,081,67964,886,572,19295,84000
2013,39,085,229857,2582,918,68201,149200
2013,39,089,168375,2048,928,44983,146100
2013,39,093,302827,2106,847,81659,134000
2013,39,095,436393,1910,724,106375,99700
2013,39,099,233869,1436,638,65339,94600
2013,39,101,65905,1298,729,17516,96400
2013,39,103,174915,2633,1024,50452,183200
2013,39,109,103439,1573,828,28810,128200
2013,39,113,535846,2324,794,135135,107200
2013,39,119,85231,1273,665,23601,96800
2013,39,133,163862,2068,902,41630,142100
2013,39,139,121773,1444,637,31894,101400
2013,39,141,77910,1176,701,20483,106000
2013,39,145,78153,1028,597,19903,90600
2013,39,151,375432,1698,726,102755,121400
2013,39,153,541824,2386,820,143739,134700
2013,39,155,206442,1464,661,60122,96700
2013,39,157,92672,1277,655,25006,108500
2013,39,165,219169,2988,1153,58711,187100
2013,39,169,115071,1796,702,31563,130700
2013,39,173,129264,2280,776,31524,147300
2013,40,017,126123,1467,978,31969,142300
2013,40,027,269340,1624,901,63564,149400
2013,40,031,124937,1091,760,22595,112200
2013,40,037,70470,797,635,19178,106300
2013,40,101,70303,713,634,18134,97200
2013,40,109,755245,1385,819,169020,133100
2013,40,119,79066,1342,700,13962,145300
2013,40,125,71158,702,629,17853,94200
2013,40,131,89044,1170,824,26086,136200
2013,40,143,622409,1495,836,143534,136100
2013,40,145,75700,1158,819,22369,143700
2013,41,003,86591,3134,935,19247,276300
2013,41,005,388263,3333,1285,102457,294800
2013,41,017,165954,2449,996,41646,240000
2013,41,019,106940,1365,732,28820,163800
2013,41,029,208545,2129,912,52097,199800
2013,41,033,83306,1431,814,22793,205800
2013,41,035,65910,1248,752,16874,144400
2013,41,039,356212,2222,924,86435,206700
2013,41,043,118765,2089,898,28243,173800
2013,41,047,323614,2234,884,67175,179600
2013,41,051,766135,3132,1144,165859,274700
2013,41,053,76794,2295,881,17374,192000
2013,41,059,76720,1642,724,15822,138600
2013,41,067,554996,3247,1189,120531,277000
2013,41,071,100725,2408,1102,23298,214600
2013,42,001,101546,2696,964,29065,192900
2013,42,003,1231527,2705,828,345887,127500
2013,42,005,68107,1640,606,20956,90200
2013,42,007,170115,2116,698,51451,120500
2013,42,011,413521,3342,961,112841,166900
2013,42,013,126314,1122,624,36692,115200
2013,42,017,626976,4521,1364,175005,301300
2013,42,019,185476,2328,827,57304,178400
2013,42,021,140499,1250,596,42903,85300
2013,42,025,64786,2375,802,18895,139000
2013,42,027,155403,2503,913,35118,198700
2013,42,029,509468,4783,1499,137933,321100
2013,42,033,81174,1206,616,23411,84500
2013,42,037,66797,1608,803,18236,129700
2013,42,039,87376,1711,638,25268,100400
2013,42,041,241212,2431,952,66378,188400
2013,42,043,270937,2514,913,70736,160300
2013,42,045,561973,4686,1186,138143,227600
2013,42,049,280294,2193,734,75439,116100
2013,42,051,134999,1150,546,37620,89100
2013,42,055,152085,1971,878,43799,176900
2013,42,063,87745,1642,621,24417,95700
2013,42,069,213931,2120,774,55044,146300
2013,42,071,529600,3025,982,133396,186500
2013,42,073,89333,1493,619,26757,93700
2013,42,075,135486,2497,831,35813,162300
2013,42,077,355092,3498,1002,89959,187200
2013,42,079,320103,1824,738,88155,125100
2013,42,081,116754,1919,767,32478,133600
2013,42,085,115195,1517,642,33294,105100
2013,42,089,167148,4262,1236,45132,176600
2013,42,091,812376,4436,1397,221650,291700
2013,42,095,299791,3746,1084,79808,203000
2013,42,097,94076,1229,611,28457,108100
2013,42,101,1553165,1376,885,297098,136800
2013,42,107,146920,1452,639,42345,91700
2013,42,111,76520,1168,657,23216,103900
2013,42,125,208206,1591,723,61044,145300
2013,42,129,362437,2067,684,115365,139800
2013,42,133,438965,3128,968,120619,165300
2013,44,003,165035,3700,1229,49879,195500
2013,44,005,82397,4146,1343,21996,348800
2013,44,007,628600,3758,998,125953,202400
2013,44,009,126259,4143,1300,34679,317800
2013,45,003,164176,618,688,46828,120300
2013,45,007,190641,713,644,54225,130200
2013,45,013,171838,1337,1069,45613,265600
2013,45,015,194020,752,946,45729,152100
2013,45,019,372803,1180,1048,88567,232100
2013,45,031,67935,363,592,16880,90200
2013,45,035,145397,1223,1031,35783,171000
2013,45,041,138326,503,650,32634,126000
2013,45,045,474266,1069,803,114795,157500
2013,45,047,69723,677,656,17874,96600
2013,45,051,289650,561,813,79479,151500
2013,45,057,80458,739,713,22011,150100
2013,45,059,66229,429,544,18382,82800
2013,45,063,273752,756,896,77919,142000
2013,45,073,75045,719,600,22434,151100
2013,45,075,90942,629,604,21827,89800
2013,45,077,119829,602,691,30379,124500
2013,45,079,399256,1133,916,88091,144900
2013,45,083,290969,778,715,72717,124200
2013,45,085,108123,730,741,25790,117700
2013,45,091,239363,987,853,62295,157500
2013,46,099,179640,2034,801,45259,151700
2013,46,103,105761,2234,845,27195,156200
2013,47,001,75542,1051,632,19836,120100
2013,47,009,125099,877,710,34967,155500
2013,47,011,101848,826,717,25567,144100
2013,47,037,658602,1703,942,142476,166100
2013,47,059,68267,581,498,20367,113400
2013,47,065,348673,1332,795,89272,155300
2013,47,093,444622,1147,854,113093,161800
2013,47,113,98733,935,745,22795,122500
2013,47,119,83761,996,788,22833,142600
2013,47,125,184119,1260,924,39557,147000
2013,47,141,73525,988,620,17966,137900
2013,47,147,67383,1195,848,18324,150500
2013,47,149,281029,1269,970,66466,159200
2013,47,155,93570,614,704,24435,158500
2013,47,157,939465,1962,919,196818,123000
2013,47,163,156595,874,603,48355,129600
2013,47,165,168888,1223,933,45310,174000
2013,47,179,125546,861,650,34010,142200
2013,47,187,198901,2086,1366,56079,330800
2013,47,189,121945,1287,945,33136,201700
2013,48,005,87441,1249,631,19079,90100
2013,48,021,75825,2040,841,18521,113500
2013,48,027,326843,2422,869,58766,131600
2013,48,029,1817610,2582,897,354919,126500
2013,48,037,93487,1550,672,20868,104600
